timestamp_ms,pid,cpu_burst_ms,ground_truth
11054774.07,27256,5.4343,LC
11054786.87,27255,6.0638,LC
11054813.02,27254,8.1105,LC
11054815.56,27256,7.3909,LC
11054830.07,27255,8.2079,LC
11054830.28,27254,6.9285,LC
11054836.46,27257,32.8779,BG
11054863.81,27256,9.9512,LC
11054898.44,27255,11.2102,LC
11054919.44,27257,32.7594,BG
11054940.25,27254,5.4426,LC
11054978.39,27256,8.9557,LC
11054999.32,27255,4.0334,LC
11055002.44,27257,31.9096,BG
11055019.82,27254,6.0453,LC
11055035.16,27256,8.9327,LC
11055038.71,27255,6.1446,LC
11055080.14,27257,27.4475,BG
11055146.22,27254,6.634,LC
11055160.22,27256,4.1677,LC
11055164.86,27255,4.1901,LC
11055167.59,27257,37.4014,BG
11055245.95,27254,6.362,LC
11055248.42,27256,5.1816,LC
11055249.56,27257,31.7294,BG
11055253.59,27255,4.036,LC
11055268.1,27254,5.3385,LC
11055275.27,27256,4.6241,LC
11055276.3,27255,4.4137,LC
11055311.11,27254,7.5529,LC
11055317.77,27255,4.1309,LC
11055319.21,27256,9.0479,LC
11055334.47,27257,34.5956,BG
11055377.25,27254,10.3289,LC
11055378.07,27256,10.6164,LC
11055399.63,27255,5.9923,LC
11055415.4,27257,30.6886,BG
11055418.62,27254,4.1649,LC
11055422.61,27256,4.1543,LC
11055438.94,27255,5.4798,LC
